0.9965839,-0.0419782,0.07112175,-0.06810737,0.05886428,0.9650948,-0.2551999,0.5344257,-0.05792639,0.2585146,0.964269,-0.8560631
0.9995254,0.01054663,0.02894068,-0.06348753,-0.004979974,0.9825255,-0.1860613,0.5321067,-0.03039727,0.1858288,0.9821118,-0.864768
0.9977084,0.064002,-0.02194953,-0.05602932,-0.06707571,0.978169,-0.1966881,0.5374879,0.008881927,0.1977097,0.9802204,-0.8730917
0.9982266,0.03882525,-0.04512417,-0.05230451,-0.04595997,0.9844217,-0.1697103,0.5426525,0.03783214,0.1714832,0.9844604,-0.8797934
0.9984876,0.03928182,-0.03846449,-0.05311131,-0.04556624,0.9827569,-0.1792,0.5484812,0.03076196,0.1806817,0.9830605,-0.8830516
0.9992732,0.03790898,-0.003995717,-0.05920577,-0.0380004,0.9824145,-0.1828054,0.5517336,-0.003004521,0.1828244,0.983141,-0.8837893
0.9978507,0.06466119,0.01063415,-0.06130457,-0.0622318,0.9859029,-0.1553148,0.5539104,-0.02052706,0.1543192,0.9878078,-0.8847847
0.9962598,0.08364823,0.02166441,-0.06367636,-0.07846573,0.9807896,-0.1785914,0.5573109,-0.03618708,0.1762235,0.9836848,-0.884408
0.997304,0.05618595,0.04720074,-0.06797314,-0.04720832,0.9837022,-0.1734976,0.5574705,-0.05617961,0.1708016,0.9837025,-0.8835576
0.9986016,-0.01371992,0.05105618,-0.06820059,0.02228404,0.9849908,-0.1711623,0.5599627,-0.04794151,0.1720607,0.983919,-0.8825109
0.9989611,1.818687E-05,0.0455713,-0.06345272,0.00839479,0.9828129,-0.1844132,0.5618795,-0.04479149,0.1846041,0.9817917,-0.8827119
0.9989161,0.0196084,0.04221365,-0.05882168,-0.01120968,0.9815859,-0.1906922,0.5634469,-0.04517549,0.1900123,0.9807419,-0.8834138
0.999011,0.03416756,0.02845076,-0.05348659,-0.02849889,0.9832349,-0.1801024,0.5624836,-0.03412741,0.1791134,0.9832363,-0.8844409
0.9983081,0.05154603,0.0269081,-0.04946613,-0.04583418,0.9823508,-0.1813456,0.5623403,-0.03578088,0.1798054,0.9830513,-0.8844016
0.9978645,0.05770817,0.03059971,-0.04635167,-0.05114204,0.9816723,-0.1835866,0.5634438,-0.04063335,0.1816296,0.9825271,-0.8854425
0.9976704,0.05927397,0.03377011,-0.04245734,-0.05219099,0.9819691,-0.181694,0.5635585,-0.04393086,0.1795083,0.9827751,-0.8859832
0.9981043,0.04867944,0.03765598,-0.03615475,-0.04115817,0.9828673,-0.1796604,0.5630934,-0.04575658,0.1777699,0.9830077,-0.8866167
0.9981794,0.04699325,0.03780758,-0.02672291,-0.03949375,0.9830262,-0.1791639,0.5626031,-0.04558533,0.1773446,0.9830925,-0.8866737
0.9981949,0.03848124,0.04610944,-0.01526618,-0.02985319,0.9841105,-0.1750292,0.5620896,-0.05211222,0.1733367,0.983483,-0.8875322
0.9975232,0.04040095,0.05757901,-0.003743649,-0.03007331,0.984966,-0.1701101,0.5611464,-0.06358597,0.1679572,0.9837414,-0.8892519
0.9985856,0.02896501,0.04458609,0.01520634,-0.0220023,0.9885304,-0.1494105,0.5594958,-0.0484024,0.1482182,0.9877695,-0.8901179
0.9991164,0.02784576,0.03147995,0.03809953,-0.02275293,0.9881309,-0.15192,0.5618811,-0.03533667,0.1510695,0.9878914,-0.8894854
0.9996871,0.02140791,0.01294535,0.06474066,-0.0193254,0.9894136,-0.1438305,0.5631292,-0.01588744,0.1435353,0.9895176,-0.8895891
0.9997807,0.01976851,-0.006922185,0.09049511,-0.02054586,0.9898476,-0.1406398,0.5645062,0.004071683,0.1407512,0.9900366,-0.8897402
0.9997932,0.01705472,-0.0110794,0.1136787,-0.01857912,0.987508,-0.1564697,0.5697028,0.008272439,0.1566432,0.9876207,-0.8901973
0.9994141,0.007859953,-0.03331074,0.142791,-0.01306311,0.9871934,-0.1589922,0.5722517,0.03163442,0.1593342,0.9867178,-0.8909495
0.9994004,-0.0080337,-0.03367907,0.170095,0.002859561,0.9885377,-0.150947,0.5724753,0.03450572,0.1507602,0.987968,-0.8906858
0.9994265,0.005229749,-0.03345591,0.1985595,-0.009559995,0.9913873,-0.1306134,0.570549,0.03248468,0.1308584,0.9908687,-0.890554
0.9993647,0.00186855,-0.03558847,0.2269733,-0.005976067,0.9932705,-0.1156634,0.5697091,0.03513283,0.1158026,0.9926507,-0.8893983
0.9988735,-0.009201247,-0.046552,0.2584295,0.003751065,0.9932613,-0.1158359,0.5699694,0.04730415,0.1155307,0.9921769,-0.8886642
0.9949591,-0.01802068,-0.09864959,0.2934468,0.007547154,0.9943876,-0.1055293,0.5717297,0.09999767,0.1042528,0.9895109,-0.8873799
0.9930896,-0.01764665,-0.1160246,0.3278041,0.002694454,0.9917984,-0.1277838,0.5795969,0.117328,0.1265882,0.9849922,-0.8815207
0.9869536,-0.01990333,-0.1597698,0.3652167,-0.004212655,0.9887977,-0.1492025,0.5869563,0.1609497,0.147929,0.9758136,-0.8716893
0.9829254,-0.02942631,-0.181636,0.3974907,-0.0006098243,0.9866033,-0.1631366,0.5934029,0.1840032,0.1604619,0.9697396,-0.8633726
0.9807277,-0.03892165,-0.1914637,0.424891,0.005024704,0.9846572,-0.1744278,0.5980514,0.1953152,0.1701041,0.9658761,-0.85939
